876 1
-2.1375 -1 -1 -1 | 8.08193 | 0 
-2.075 -1 -1 -1 | 5.40306 | 0 
-1.95 -1 -1 -1 | 4.29943 | 0 
-1.84874 -1 -1 -1 | 7.61161 | 0 
-1.7 -1 -1 -1 | 15.9877 | 0 
-1.43271 -1 -1 -1 | 21.1795 | 0 
-1.2 -1 -1 -1 | 8.35733 | 0 
-1.11859 -1 -1 -1 | 3.90885 | 0 
-1.06334 -1 -1 -1 | 1.91973 | 0 
-1.00976 -1 -1 -1 | 1.0459 | 0 
-0.958858 -1 -1 -1 | 1.25918 | 0 
-0.912145 -1 -1 -1 | 2.32477 | 0 
-0.851045 -1 -1 -1 | 4.80096 | 0 
-0.688533 -1 -1 -1 | 14.2484 | 0 
-0.427335 -1 -1 -1 | 19.1658 | 0 
-0.2 -1 -1 -1 | 6.95733 | 0 
-0.121888 -1 -1 -1 | 2.81438 | 0 
-0.0683064 -1 -1 -1 | 0.9191 | 0 
-0.0163102 -1 -1 -1 | 0.0602306 | 0 
0.0328493 -1 -1 -1 | 0.220825 | 0 
0.0783653 -1 -1 -1 | 1.20156 | 0 
0.137293 -1 -1 -1 | 3.52196 | 0 
0.295085 -1 -1 -1 | 12.8896 | 0 
0.56075 -1 -1 -1 | 19.6023 | 0 
0.8 -1 -1 -1 | 7.55733 | 0 
0.877089 -1 -1 -1 | 3.61351 | 0 
0.930806 -1 -1 -1 | 1.80419 | 0 
0.983048 -1 -1 -1 | 1.03055 | 0 
1.03321 -1 -1 -1 | 1.29193 | 0 
1.05605 -1 -1 -1 | 1.73645 | 0 
1.07889 -1 -1 -1 | | 0 
1.13919 -1 -1 -1 | 4.89193 | 0 
1.3 -1 -1 -1 | 14.7877 | 0 
1.425 -1 -1 -1 | 20.9482 | 0 
1.55 -1 -1 -1 | | 0 
-2.2 0 -1 -1 | | 0 
-2.1375 0 -1 -1 | 8.07943 | 0 
-2.075 0 -1 -1 | 5.40056 | 0 
-1.95 0 -1 -1 | 4.29693 | 0 
-1.84874 0 -1 -1 | 7.60911 | 0 
-1.7 0 -1 -1 | 15.9852 | 0 
-1.43271 0 -1 -1 | 21.177 | 0 
-1.2 0 -1 -1 | 8.35483 | 0 
-1.11859 0 -1 -1 | 3.90635 | 0 
-1.06334 0 -1 -1 | 1.91723 | 0 
-1.00976 0 -1 -1 | 1.0434 | 0 
-0.958858 0 -1 -1 | 1.25668 | 0 
-0.912145 0 -1 -1 | 2.32227 | 0 
-0.851045 0 -1 -1 | 4.79846 | 0 
-0.688533 0 -1 -1 | 14.2459 | 0 
-0.427335 0 -1 -1 | 19.1633 | 0 
-0.2 0 -1 -1 | 6.95483 | 0 
-0.121888 0 -1 -1 | 2.81188 | 0 
-0.0683064 0 -1 -1 | 0.9166 | 0 
-0.0163102 0 -1 -1 | 0.0577306 | 0 
0.0328493 0 -1 -1 | 0.218325 | 0 
0.0783653 0 -1 -1 | 1.19906 | 0 
0.137293 0 -1 -1 | 3.51946 | 0 
0.295085 0 -1 -1 | 12.8871 | 0 
