10621 1
-2.13555 -2.19805 -1 -1 | 19.603 | 0 
-2.13555 -2.13555 -1 -1 | 15.9515 | 0 
-2.19805 -2.07305 -1 -1 | 16.9622 | 0 
-2.07305 -2.07305 -1 -1 | 10.6698 | 0 
-2.01445 -1.99883 -1 -1 | 8.09981 | 0 
-1.95586 -2.06523 -1 -1 | 9.30603 | 0 
-2.02617 -2.1082 -1 -1 | 10.9132 | 0 
-1.94805 -2.19805 -1 -1 | 15.9527 | 0 
-1.81523 -2.19805 -1 -1 | 20.9398 | 0 
-1.80352 -2.06133 -1 -1 | 14.9405 | 0 
-1.84648 -1.96758 -1 -1 | 11.7949 | 0 
-1.91289 -2.01445 -1 -1 | 9.22418 | 0 
-1.94805 -1.94805 -1 -1 | 8.65092 | 0 
-1.89336 -1.82695 -1 -1 | 14.4407 | 0 
-1.87383 -1.89727 -1 -1 | 12.109 | 0 
-1.78789 -1.83867 -1 -1 | 18.9363 | 0 
-1.74492 -1.70195 -1 -1 | 29.2386 | 0 
-1.90508 -1.81133 -1 -1 | 14.883 | 0 
-2.06914 -1.81914 -1 -1 | 14.3156 | 0 
-1.96758 -1.87773 -1 -1 | 10.4175 | 0 
-2.04961 -1.91289 -1 -1 | 9.80773 | 0 
-2.09258 -1.87383 -1 -1 | 12.5209 | 0 
-2.17461 -1.90508 -1 -1 | 15.5279 | 0 
-2.19805 -1.69805 -1 -1 | 27.7198 | 0 
-2.19023 -1.45977 -1 -1 | 32.9477 | 0 
-2.06133 -1.31523 -1 -1 | 20.7022 | 0 
-1.9793 -1.44414 -1 -1 | 25.483 | 0 
-1.72148 -1.43242 -1 -1 | 35.9145 | 0 
-1.69805 -1.69805 -1 -1 | 32.185 | 0 
-1.68633 -1.4207 -1 -1 | 37.5461 | 0 
-1.40508 -1.40117 -1 -1 | 40.3493 | 0 
-1.22148 -1.53008 -1 -1 | 31.878 | 0 
-1.40898 -1.59648 -1 -1 | 41.1659 | 0 
-1.26836 -1.71758 -1 -1 | 27.7379 | 0 
-1.45977 -1.74883 -1 -1 | 34.9501 | 0 
-1.4793 -1.99102 -1 -1 | 26.0889 | 0 
-1.62773 -2.12383 -1 -1 | 26.9908 | 0 
-1.4207 -2.16289 -1 -1 | 30.2817 | 0 
-1.28008 -2.0457 -1 -1 | 18.1166 | 0 
-1.20977 -2.09258 -1 -1 | 14.9909 | 0 
-1.19805 -2.19805 -1 -1 | 19.8584 | 0 
-1.0418 -2.14336 -1 -1 | 9.817 | 0 
-0.971484 -2.09648 -1 -1 | 7.28608 | 0 
-1.03789 -2.1082 -1 -1 | 8.03219 | 0 
-1.04961 -2.02227 -1 -1 | 5.77582 | 0 
-0.955859 -2.0457 -1 -1 | 5.89519 | 0 
-0.951953 -1.98711 -1 -1 | 5.34483 | 0 
-1.03008 -2.01055 -1 -1 | 5.30836 | 0 
-1.13164 -1.9793 -1 -1 | 8.51775 | 0 
-1.15508 -2.05352 -1 -1 | 10.4994 | 0 
-1.15898 -1.91289 -1 -1 | 11.0562 | 0 
-1.15898 -1.81523 -1 -1 | 15.2463 | 0 
-1.06133 -1.81523 -1 -1 | 11.1748 | 0 
-1.0418 -1.74883 -1 -1 | 14.5652 | 0 
-0.979297 -1.82305 -1 -1 | 9.94179 | 0 
-1.07305 -1.8582 -1 -1 | 9.3574 | 0 
-0.998828 -1.90117 -1 -1 | 6.48415 | 0 
-0.924609 -1.93242 -1 -1 | 6.58325 | 0 
-0.916797 -1.94414 -1 -1 | 6.57048 | 0 
-0.830859 -1.83867 -1 -1 | 13.9236 | 0 
-0.830859 -1.70977 -1 -1 | 21.255 | 0 
-0.717578 -1.72148 -1 -1 | 27.2886 | 0 
-0.787891 -1.90117 -1 -1 | 13.7487 | 0 
-0.748828 -1.95586 -1 -1 | 14.8469 | 0 
-0.787891 -2.06133 -1 -1 | 13.2498 | 0 
-0.862109 -1.98711 -1 -1 | 8.25382 | 0 
-0.928516 -1.96758 -1 -1 | 5.93712 | 0 
-0.944141 -2.03008 -1 -1 | 5.80529 | 0 
-0.826953 -2.1043 -1 -1 | 12.5395 | 0 
-0.912891 -2.15117 -1 -1 | 11.1086 | 0 
-0.701953 -2.1043 -1 -1 | 19.9705 | 0 
-0.592578 -1.97539 -1 -1 | 22.733 | 0 
-0.541797 -2.19414 -1 -1 | 31.3318 | 0 
-0.248828 -2.10039 -1 -1 | 16.3292 | 0 
-0.237109 -1.95195 -1 -1 | 13.5145 | 0 
-0.428516 -2.03789 -1 -1 | 23.6319 | 0 
-0.260547 -1.82695 -1 -1 | 19.4239 | 0 
-0.393359 -1.75664 -1 -1 | 30.6663 | 0 
-0.678516 -1.69023 -1 -1 | 31.3318 | 0 
